	X1004V4	X1055V4	X1075V6	X1107V4	C132V8	C161V8	C220V8	C532V8	K003V4	K014V2	Z002	Z003	Z007	Z008	Z010	Z011	Z015	Z017	Z018	Z020
HMDB0004971	-0.057223288	0.368521773	-0.036507485	-1.032096754	-0.392747484	0.560570109	-0.311569404	0.461312667	0.21439797	-0.381383273	0.23726102	1.21897325	1.245768328	-0.026855757	-0.82635878	-0.922065545	0.75883375	0.01303678	-0.44932367	0.717518809
HMDB0004972	0.39362519	0.602507306	-0.028606713	-0.339885481	-0.375368546	0.01649044	-0.685154813	0.687833842	0.348122268	-0.257658356	0.157929269	0.821238779	0.8393433	-0.020525442	-0.560722401	-0.625388201	0.510338195	0.006428585	-0.305972623	0.482423096
HMDB0004973	0.219370941	0.265641062	0.422221776	-0.899450922	0.113265348	0.903118966	-0.044334821	0.332334486	0.132555226	-0.35945696	0.212263077	1.085728514	1.109569084	-0.022731318	-0.734078535	-0.819232362	0.676325505	0.012762537	-0.398616552	0.639566077
HMDB0004974	-0.03411007	-0.045544819	0.118105407	-0.154471254	0.020741205	0.043524913	0.036663979	0.377971201	-0.130649172	-0.011671779	0.191663666	0.995843401	1.017792866	-0.024690333	-0.679611509	-0.758010697	0.618915368	0.007988057	-0.3707593	0.585071803
HMDB0004975	-0.070030366	0.148272371	0.169148468	-0.071077567	-0.129171811	0.196142459	0.098429334	0.231048037	-0.181092381	-0.128402829	0.173701733	0.906086964	0.926076866	-0.023336865	-0.619788853	-0.691188825	0.562809799	0.006424098	-0.338509941	0.531987688
HMDB0004976	-0.77443593	2.241632728	-0.270964048	-0.703814672	0.977710089	-0.004414843	1.433316905	-0.216968947	-1.2326966	-0.701833878	0.331593038	1.674167095	1.710811618	-0.029608881	-1.122996524	-1.253883573	1.044887625	0.024947521	-0.607369301	0.988385968
HMDB0004979	-1.691389103	-0.713087645	-0.505440016	0.193316103	0.782554337	-0.849680326	0.15175294	0.441310101	0.031764783	0.602612824	0.334681824	1.689121129	1.726089501	-0.029712278	-1.132762928	-1.264806721	1.054280282	0.025326275	-0.612578754	0.997279286
HMDB0005036	-0.046873878	0.386011608	0.03380663	0.425478882	0.36782428	0.270342559	-0.425945546	0.392201142	0.330062001	0.286569667	0.403114358	-1.231128093	1.860271487	-0.317076808	0.325042944	-0.296034891	-1.090499595	0.257461731	-0.248871546	-0.276574254
HMDB0005041	-0.921179965	-0.284390552	-0.0886182	-1.057948718	-0.829086616	-0.522339483	0.927527709	-0.397534971	-1.372673492	-0.555368228	0.410931623	-0.704649027	1.274899131	-0.87003646	-0.817299049	-0.5804703	-0.423515466	-0.776820621	-0.582034372	-0.462649233
HMDB0005096	0.244452962	-0.069522738	-0.331452185	-0.153429465	-0.670870255	-0.483160888	0.830551076	-0.263706192	-0.972463955	-0.61313003	0.606464336	0.76764873	2.202140613	0.394471685	-0.44735755	-0.632124995	0.093642357	-0.419293745	0.731134455	-0.00053193
HMDB0005360	-0.88113983	0.242225485	0.123455126	-0.995467408	0.293299267	1.156116686	1.603963722	-1.085784087	-0.698803797	0.067825864	0.647480826	-0.221526341	0.582841661	-0.985148757	0.148897941	-0.091247837	1.632639469	-1.482183547	1.719059688	0.24635462
HMDB0005362	0.797134399	-0.048581349	-0.882507324	0.973783808	-0.025390386	0.511773318	-1.039851312	0.195820057	-0.865500996	-1.187109684	-0.894518763	0.457235291	-1.236319148	0.974205118	-0.560212067	0.938843883	0.598792844	-0.277766066	0.571843245	-0.057460006
HMDB0005369	0.929448079	-0.152660989	-0.004467008	0.207644054	0.731548655	0.510708448	0.304726561	0.036931357	0.095179821	-0.408801612	-0.745053503	0.383002257	-1.030290225	0.814420076	-0.466070363	0.784910685	0.501133812	-0.23036562	0.478644036	-0.046517446
HMDB0005376	0.456897562	-0.953902517	-0.807844038	1.079413724	0.242900196	0.358872854	0.076356225	-0.733028345	-0.069842771	0.009489227	0.570848332	-0.196178004	0.513794785	-0.870186838	0.130775778	-0.081188109	1.440395395	-1.308892972	1.516673918	0.216795598
HMDB0005380	0.781019734	-1.00839933	-0.60130536	0.866374902	-0.059182615	0.627361894	-0.523341762	-0.327107341	0.872847746	-0.241235149	0.035269371	-0.044098807	0.246988355	-0.449227486	0.355109673	0.330373245	0.390121818	0.242609656	-0.481026533	-0.048073029
HMDB0005389	-0.561949948	-0.646489422	0.753637711	-0.876583861	-0.64881928	-1.182826331	0.036412521	-0.876230226	-0.669114054	1.05152041	-0.956059084	0.488846397	-1.321413452	1.041441401	-0.598714804	1.00364337	0.640158897	-0.29680502	0.61135216	-0.061317335
HMDB0005391	0.063316038	-0.069720086	-0.069083316	0.142859616	0.04528847	0.031125198	-0.058739449	0.092620132	0.192954905	0.065301232	0.020920358	-0.018951619	0.127281078	-0.222475142	0.181597741	0.169170925	0.199186734	0.125081323	-0.238449974	-0.020948124
HMDB0005400	-0.170770364	0.825091822	-0.013341565	0.075878302	0.516810131	0.721657409	-0.211985487	-0.285510782	0.373924735	0.262088569	0.511105404	-0.177525919	0.459883097	-0.782646723	0.116011089	-0.074288729	1.291779176	-1.176514275	1.360261545	0.193239132
HMDB0005764	0.405499573	0.413542159	0.350196448	0.403595282	0.384413266	0.451381415	-0.808849683	0.391619509	0.422866387	0.265087163	0.399799663	0.59792223	1.194575476	-0.290190557	-0.360754995	1.421583657	0.16478876	-0.473201959	-0.629893533	-0.411592265
HMDB0005767	-0.23760037	-0.508736487	-0.426377627	0.636967216	-0.401204028	-0.096145551	0.110590131	-0.890270491	0.678427743	0.138037699	-0.632704082	-0.560232578	0.406427497	-0.835076612	0.490075147	-0.273402717	0.718673691	0.906170311	-0.551368154	0.308622592
HMDB0005773	-0.484770142	0.183988165	-0.301002925	-0.75274751	0.194004245	0.850857177	1.107054717	-0.480791555	1.476483906	0.418745686	0.688594317	0.914614292	1.648887576	0.136486391	-0.57080322	-1.022497132	-0.433799151	-2.139729822	-0.18561044	-0.013478236
HMDB0005774	-4.007865608	-0.199766433	-0.736631952	-0.149607682	-0.193268388	-0.569135794	1.020996227	-0.165954628	-0.524668373	-0.667099656	0.75401295	1.220258797	2.176085398	0.313789048	-0.602027103	0.283204618	-0.02061321	-0.600741787	0.337078726	-0.169143873
HMDB0005776	-0.440472952	0.63352566	-0.092850432	-0.658385157	-0.567407543	1.20721854	-0.750093185	-0.233356491	2.324576349	0.063971918	0.581030097	-0.064939904	0.959604766	1.137736271	0.841965191	-2.778203215	0.562216053	-1.349849809	-0.955737108	0.462611202
HMDB0005779	0.018838242	0.383095592	0.03937379	-0.317592469	0.113667888	0.510408757	-0.111378876	0.158077987	0.255187154	-0.134959214	-0.348532322	0.190154012	0.058784049	-0.219230225	-0.040572232	-0.577112956	0.299386346	-0.041023098	-0.519403471	0.340578772
HMDB0005780	-0.144031195	0.210924211	0.130837692	-0.451421797	-0.119717875	0.225989025	-0.308867569	0.181491747	0.256757767	-0.055877563	0.011674456	0.184349432	-0.410169715	0.117156749	-0.193371491	-0.718816097	0.296189405	0.099879264	-0.383527151	0.317573443
HMDB0005788	0.09106087	0.084181975	0.089625314	0.194101304	-0.165170489	-0.580398426	0.13065782	-0.138131244	-0.146497061	-0.099787908	-0.045674049	-0.248850827	-0.863816493	-0.455568533	0.046681428	0.919281106	0.449508587	0.582227684	0.129131566	0.028830807
HMDB0005798	-0.031642773	0.015132823	0.098853691	0.120834719	0.087034301	-0.054031679	0.000512661	0.093393598	-0.016051037	0.091009929	-0.148804897	-0.358864239	-0.03918201	-0.170571242	-0.011131225	0.093007985	-0.115152688	0.174720948	-0.144243768	-0.083898778
HMDB0006202	-0.511631548	-0.311113235	0.168962011	0.053443196	0.187492441	0.001759156	0.290768943	0.2928532	-0.498437355	-0.475268211	-0.471703486	-0.147516081	0.177147485	0.181302427	-0.034405305	0.26425358	-1.091101489	0.352430335	0.578201559	-0.124306429
HMDB0006227	-0.199570632	-0.243286337	-0.415521438	-1.398684074	-0.743244362	-0.012265337	1.061487761	0.005145602	-0.465076012	0.11988839	-1.089769158	-0.170300355	-0.54686691	-0.179446549	-0.281007826	0.206139973	-0.07919425	0.771206002	-0.396167586	0.155110735
HMDB0006409	-0.567234829	-0.100506603	-0.074814917	-0.164029121	-0.459689125	-0.097545114	1.518042212	0.218972785	-1.627360591	-0.478982742	-1.629275016	-1.736931034	-1.96728515	-0.213887541	-0.269627144	-0.061308942	0.474811114	0.038743149	0.075721865	0.390147744
HMDB0006460	-0.038106314	-0.091810707	-0.020379128	0.008720864	-0.031367738	0.132894207	-0.248144957	0.090881596	0.047257357	-0.114307375	-0.224164147	-0.076483248	0.071414618	0.073307323	-0.024956524	0.111095037	-0.506325786	0.151263253	0.254111487	-0.065910267
HMDB0006508	0.594743267	0.016595396	0.432839896	0.273431079	0.657177035	0.443250378	0.175522311	0.55192758	-0.091907873	0.160794115	0.346059988	0.35568293	-3.308900448	0.302535955	0.3461781	0.385069992	0.365660229	0.390403175	0.317749755	0.328870697
HMDB0006512	0.560421786	0.375826406	0.029262134	0.669096875	0.008739348	0.533093348	0.057771838	-0.67412478	0.577682612	0.008823044	0.133428928	0.082904227	-1.242878739	0.47581142	0.408794636	0.051417856	0.107878256	0.084234774	-0.281166179	-0.463461669
HMDB0006565	-0.430472467	-0.653482193	-0.142113052	0.519960308	-0.844996514	-1.098104105	0.903248703	-0.045367567	0.712856222	0.133835366	0.399385945	-0.545774535	-0.582490147	0.378963247	0.378612193	0.556541117	-0.063414508	-1.419807205	0.139520856	-0.862019907
HMDB0006576	0.016690564	0.175665239	-0.202925226	-0.89480441	-0.104040201	-0.48716708	0.722810517	-0.151241848	-0.668324953	-0.609171556	0.055387792	-0.178248158	-0.194295372	0.12225014	-0.163867312	-0.000926273	-0.155940162	0.231605686	-0.042642696	-0.095812316
HMDB0006589	-0.906662227	-0.332415502	-1.467592623	1.163753683	-0.253257367	0.450217982	-0.8608618	0.951663025	1.099424864	-0.054901688	0.729402966	-0.729314336	-1.870968865	0.421837459	0.917776916	0.537887957	-0.021384509	-1.335711569	-0.300599725	-1.352516864
HMDB0006595	-1.186690713	-1.293103911	-0.904737532	0.127312451	-0.878276578	-1.399286952	1.552763485	-0.94749207	-1.64452801	-0.415695076	1.110485892	1.290416504	2.056447394	0.518752612	-0.473335147	-2.774023985	-0.035359279	-0.48732361	0.388681596	-0.194875477
HMDB0006695	-0.879208276	-0.158596552	-0.636239723	-1.009223115	-0.625278763	0.376914483	1.52574402	-0.695109276	-0.93021297	-0.303914333	1.111411073	0.519017443	0.446751761	0.561576445	-0.962180357	0.254670146	-0.565891935	-0.661078807	1.512266917	-0.073404955
HMDB0006736	-0.000584224	0.224238966	0.260539832	-0.524834047	0.171501445	0.65710543	-0.386029254	0.107882609	0.314112879	-0.142044828	0.065583147	0.103353434	0.400089042	-0.590837178	-0.063702339	0.154184096	0.238860364	0.12341499	-0.603403166	-0.064734313
HMDB0006969	-0.540806127	0.076725094	-0.294783335	0.757818184	-0.488676623	-0.241366254	0.733490637	-0.491412951	-0.563888042	-0.092002045	-0.206642623	-0.151701643	-0.503331214	0.095632186	0.165999499	0.270375226	0.036529841	0.209169467	0.033108199	-0.027967644
HMDB0006972	0.317013168	0.356913699	0.800723611	-0.526496201	0.728427284	0.285466356	-0.676607799	0.475006903	0.053495305	0.506825487	-0.209660836	0.324723393	1.293335763	0.262655489	-0.282143647	-0.364601729	-0.101458729	0.167018687	-0.190594861	-0.683553416
HMDB0006978	-0.012967115	0.314741695	0.3001633	-0.360820351	0.405188649	0.196866113	-0.226171773	-0.24415458	0.193941634	-0.084095329	-0.282366306	-0.207394879	-0.687222022	0.13011226	0.226134187	0.368563358	0.049462296	0.285043115	0.044793205	-0.038549765
HMDB0006981	-0.902072074	-0.841934853	0.136414063	-1.447305268	-0.826322534	-0.62392083	1.541651991	-1.153875033	-0.865702873	-1.334904446	0.232773953	-0.814457379	1.968007007	0.280716478	1.039789453	-1.276614762	0.856827706	0.246998338	-0.290777182	1.580942289
HMDB0006985	-0.456539005	-0.00342194	-0.176315643	-1.234509133	-0.489850118	-0.549913338	0.963356472	-0.788357904	-0.330618344	-0.29288662	0.469833755	0.605157312	1.528935019	-0.006787378	0.515118071	-0.812405872	0.005718576	-0.18562581	-0.14701012	1.009961298
HMDB0006990	0.171515181	-0.403028749	-1.451806842	-0.936873141	-0.345862107	-0.210024769	1.824994402	0.011753059	0.235405023	-0.876473212	0.215577611	-0.749817543	1.815210404	0.259773654	0.959528664	-1.175859512	0.790864513	0.228690426	-0.267060479	1.458392964
HMDB0006991	-0.35516089	-0.02761727	0.20661516	0.100865702	-2.640585395	-0.384102553	1.132313726	-0.157179697	-0.16821863	-0.842337522	0.246392542	-0.865888324	2.089410856	0.297313051	1.103536396	-1.356752949	0.909209847	0.261500485	-0.309679352	1.678303334
HMDB0006993	0.151513613	-0.069670692	0.488554218	-0.580190349	-0.190780597	-0.318562164	1.359588335	-0.016879963	-1.413529016	0.336844887	0.225510852	-0.802458537	1.928827406	0.27257156	1.017682749	-1.256115364	0.838086256	0.239473605	-0.288410498	1.54888205
HMDB0006994	0.449239551	0.283328309	0.474619487	1.155624306	0.596594293	0.188216712	0.187078644	-0.262209023	0.143757131	0.424234677	0.738849292	0.825389935	1.661704423	-1.806661008	0.273177959	-0.269636854	0.580250065	-0.113673215	-0.115737143	0.358869826
HMDB0007003	-0.738484368	-0.173757761	-0.425269511	-0.648382425	-0.321085155	-0.43954718	0.524686115	1.648755486	-0.357010613	0.295611154	0.147848159	0.330567868	0.25451987	0.256551997	-0.098498567	-3.046808357	0.155830596	0.361056304	-0.145789336	-0.170312821
HMDB0007004	0.085797274	-0.204854663	-0.442143466	0.219103425	-0.629806162	-0.478592015	1.461261151	-1.31458126	-1.642507129	0.168427217	0.218027429	0.492114996	0.378039666	0.381087954	-0.151503465	-4.574097413	0.230001438	0.537848985	-0.222441694	-0.25922799
HMDB0007010	-0.043947668	-0.430052694	-0.184503901	0.721612589	-0.16458909	-1.388799862	0.350798896	0.177159398	-0.054178789	0.334227901	0.141530543	-0.252231339	0.915544187	0.015430422	-0.659418093	-0.633771295	-0.710899617	-0.522160977	-0.665090101	0.85248314
HMDB0007011	0.155426488	-0.079901266	0.099405472	0.388897902	0.196746017	-0.355215976	0.021455328	0.092865309	-0.069903938	0.163903536	0.086503762	-0.164136832	0.579185371	0.006237463	-0.423322737	-0.406997824	-0.456092186	-0.335954693	-0.426933126	0.539045229
HMDB0007012	-0.612012255	-1.08372321	-0.468318137	0.860807993	-0.303690206	-1.325080318	0.903457119	-0.383553922	-0.272335802	0.338754442	-0.501012583	0.251620891	-1.358744782	0.103071104	-0.436130938	1.266667493	-0.376349617	1.211500773	0.300677072	-0.499767572
HMDB0007013	0.105472936	-0.121252216	-0.166701758	0.054362661	-0.062205751	-0.31157082	-0.009756853	0.068476385	-0.293213334	0.181111568	0.096119613	-0.181787274	0.642398286	0.007121428	-0.469169079	-0.45106824	-0.505503398	-0.372296583	-0.473172234	0.597891443
HMDB0007014	-0.209386513	-0.416167768	-0.205769415	-0.079733354	0.050142974	0.066677318	-0.317460082	-0.111760878	-0.252122	1.237912511	-0.278855215	0.141476847	-0.757882983	0.058514509	-0.242619999	0.708361856	-0.209233213	0.677552242	0.168873835	-0.2781599
HMDB0007016	0.600034983	0.479578094	-0.323407797	0.139263929	-0.877837336	-1.364409387	-0.430192535	1.188601606	0.505596981	0.127124638	-0.379641186	-0.84885058	-0.97140047	-0.068921337	0.054353542	0.424321601	-1.100790739	0.080353611	-0.40045079	-0.173470214
HMDB0007022	-0.19566493	0.186513289	-0.931193183	0.047737428	0.59771544	0.23402084	-0.912541497	-0.382558119	0.314357016	0.708226336	-0.245033908	-0.545193377	-0.623590168	-0.046262298	0.032598275	0.269271742	-0.706362834	0.049230859	-0.258346083	-0.113143605
HMDB0007029	-0.829908663	-0.514531822	0.000194698	-1.176727637	-0.620411933	-0.814094436	0.85937836	-0.28502975	-0.968138783	-0.058694045	-0.175634708	0.089425669	-0.477708452	0.037109819	-0.15278487	0.446901974	-0.131731244	0.427473509	0.106702142	-0.175196245
HMDB0007038	0.130102935	-0.366533353	0.137365934	0.685102273	0.132950773	-0.818069428	0.146657527	0.116378281	-0.115697135	0.402496341	-0.302546547	0.153886297	-0.822716257	0.063798628	-0.263199222	0.769458981	-0.226944966	0.736003246	0.18363631	-0.301791513
HMDB0007041	0.269533386	-0.631688718	0.304023127	0.967260452	-0.04668912	-1.388223095	0.365975977	0.082535365	-0.204470324	0.356948871	-0.633592686	0.316211169	-1.716028353	0.128745226	-0.551713728	1.597173539	-0.476271256	1.527554578	0.378118803	-0.632021506
HMDB0007057	-0.165132969	0.488626535	0.721276743	-0.164771951	0.64301416	-0.613432951	0.695880633	0.439338135	0.010721972	0.248294927	-0.287241234	0.140658538	-0.774893479	0.056202536	-0.250353637	0.717749814	-0.216365751	0.686385503	0.168548784	-0.2865334
HMDB0007059	-0.570211171	0.145841726	-1.324134732	-0.735736498	0.390834587	0.989405481	-0.958786109	-0.917829018	0.550398298	0.942664638	-0.443962674	-0.994586924	-1.138401055	-0.079328279	0.065336639	0.499499696	-1.290242473	0.095848109	-0.468383055	-0.202017952
HMDB0007065	-0.209098264	1.791276556	0.163839111	-1.256084194	0.297814887	0.709113452	0.637542998	0.923963814	0.68528478	-0.028731248	-0.699892082	0.350210249	-1.896632043	0.142948056	-0.609366786	1.766441175	-0.525957632	1.689470495	0.418655276	-0.698154996
HMDB0007066	-0.288123673	-0.796909742	-0.582724415	1.042584952	-0.511572677	-1.134357015	0.960441565	-0.449964507	-0.379749876	0.708238833	0.176256023	-0.294288281	1.10120008	0.025566745	-0.78087527	-0.75022742	-0.842395542	-0.616853415	-0.787653303	1.025842312
HMDB0007069	0.038194498	0.95050679	0.205359173	0.986208935	-0.603281086	1.101621726	-1.936481969	1.031448261	-0.145869565	0.452878798	0.192085529	-0.325451106	1.20940192	0.026347209	-0.860632576	-0.826923986	-0.928296754	-0.680230181	-0.868087517	1.126518321
HMDB0007071	0.125814418	0.628860603	-0.653462759	1.537227398	-0.376113056	0.296051027	-0.719896363	0.825913528	0.654103213	0.945715148	0.197398268	-0.335949607	1.245794638	0.026596479	-0.887481378	-0.852742957	-0.957212766	-0.701567518	-0.895164077	1.160378869
HMDB0007074	0.573821762	1.158713149	-1.007797275	-0.27852428	0.93490655	1.150094564	0.458794154	-0.792617913	0.425082215	0.576799014	-0.487318974	-1.091147283	-1.248857453	-0.087451786	0.071191375	0.547305432	-1.415370546	0.104651016	-0.514098974	-0.221996346
HMDB0007079	0.342222754	1.161075456	0.751946466	-1.605234665	0.225616871	1.439993241	-0.264169936	-0.476085131	0.873724595	0.076581498	-0.277106532	0.137625624	-0.749752429	0.055768567	-0.241354045	0.696958266	-0.208412063	0.66655912	0.164657627	-0.276420483
HMDB0007088	0.802864183	-0.042504617	0.655023876	-0.223158308	1.040471931	0.723344768	0.2050976	0.714010097	0.024954518	0.284291045	-0.426165092	-0.962278484	-1.102302614	-0.071140067	0.069712427	0.492433783	-1.25014249	0.099419814	-0.449941905	-0.190596443
HMDB0007094	-0.006187259	0.89892796	0.499285415	0.412253061	-0.120829496	0.727631789	-0.856648017	1.452491154	0.351379896	0.362946716	-0.348992473	0.175308526	-0.94650753	0.071825493	-0.303794493	0.882412269	-0.262149503	0.843981916	0.209482144	-0.348125171
HMDB0007098	1.252244709	0.709667271	1.046097021	-0.129898063	0.806460549	0.113249217	-2.21171879	1.409520489	0.896160018	0.724929394	-0.466599365	-1.32733207	-1.96199521	0.160654638	-0.431119225	0.725175291	-0.743104486	0.357738166	-0.254105684	-0.576664044
HMDB0007099	-0.282252939	-0.641201998	-0.180834544	0.627006805	1.039290818	0.493693244	-1.347712463	-1.074022896	0.774730052	1.409993236	-0.461590864	-1.312825688	-1.940485539	0.158741613	-0.426502234	0.717032986	-0.735044844	0.353650397	-0.251441975	-0.570441013
HMDB0007110	-0.16548102	1.293147836	-0.039408893	-0.848120682	0.59040988	1.82262975	-1.240928837	0.258939429	0.232875773	0.480185414	-0.529921399	-1.551435915	-1.329719488	0.303776929	0.134679481	1.062176539	-2.167707716	0.28256946	-0.481156361	-0.657653753
